season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,count
1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,45
2,0,5,3,0,4,1,1,0.48,0.4697,1,0,4
2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,398
4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,108
3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,607
1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,6
3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,46
1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,57
3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,202
4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,3
2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,6
1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,31
3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,39
1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0,148
3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,413
2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,686
3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0,147
3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,201
4,0,9,17,0,0,0,1,0.68,0.6364,0.74,0,420
2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,234
4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,181
4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,172
2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,607
2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,119
4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,18
3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,169
2,1,5,21,0,4,1,1,0.5,0.4848,0.42,0.194,230
1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,6
3,1,8,3,0,4,1,1,0.68,0.6364,0.83,0.0896,6
2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,551
3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,141
3,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,489
4,1,12,2,0,6,0,2,0.26,0.303,0.81,0,50
3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,282
4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,551
3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0,376
1,1,12,4,0,6,0,2,0.24,0.2424,0.75,0.0896,3
4,0,11,12,0,1,1,1,0.56,0.5303,0.56,0.2985,202
1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,76
1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,52
4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,233
4,0,9,19,0,5,1,1,0.62,0.5455,0.94,0.1343,248
4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,361
1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,10
1,1,12,6,0,0,0,2,0.24,0.197,0.52,0.4179,8
4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,181
1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,56
3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,335
4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.194,428
1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,10
3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,14
3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,4
1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,232
3,0,9,8,0,0,0,1,0.66,0.6061,0.78,0.1642,70
3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,332
1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,205
4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0,75
1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,85
3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,336
2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,141
4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,15
2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,203
4,0,9,18,0,6,0,1,0.64,0.5909,0.78,0.1045,400
3,0,7,8,0,0,0,1,0.76,0.697,0.55,0.2239,142
1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,445
1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470
4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0,46
2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343,452
3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,515
3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,562
3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,337
3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,290
2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,8
2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,35
2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,15
3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0,7
3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,399
3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,496
3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,10
3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,357
3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,13
1,1,12,18,0,4,1,2,0.24,0.2273,0.6,0.2537,197
1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,194
1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90
1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,272
3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,138
1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,117
1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,215
3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,268
1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642,89
1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,79
1,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,27
1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76
3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,269
2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,118
1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,76
4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,45
4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,14
2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0,495
3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,172
1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,155
1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,84
1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,2
1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349
2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,128
3,0,9,23,0,4,1,2,0.62,0.5455,0.94,0,113
3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,212
1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,75
2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,68
3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,523
3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,28
4,1,11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,5
3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,12
1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,63
1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,312
1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,86
1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,141
3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,374
3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,302
4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0,4
2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,8
3,1,6,23,0,5,1,3,0.82,0.8333,0.63,0.194,48
1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,2
4,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,564
3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,643
3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,338
3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,106
1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0,388
1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,3
1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,30
4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,368
2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,479
4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,279
2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.194,24
1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,147
1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,54
2,0,5,14,0,3,1,2,0.58,0.5455,0.78,0.2836,138
3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,568
1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,167
3,1,8,3,0,2,1,1,0.56,0.5303,0.88,0,3
1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,102
1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,1
2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,185
1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78
2,0,5,6,0,4,1,2,0.6,0.5,1,0.0896,98
4,0,11,8,0,2,1,2,0.54,0.5152,0.68,0.1045,480
4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,140
3,1,9,6,0,3,1,1,0.5,0.4848,0.72,0.0896,205
2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,26
4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,199
3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,221
2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,137
3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,199
4,0,11,23,0,6,0,1,0.4,0.4091,0.58,0.1642,101
3,0,8,11,0,4,1,2,0.74,0.697,0.66,0.2239,149
3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,249
4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0,32
1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,60
2,1,5,2,0,6,0,1,0.58,0.5455,0.88,0,75
2,1,5,3,0,2,1,2,0.52,0.5,0.68,0.2836,6
1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,111
4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,27
2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,67
1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,1
3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,260
2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,408
4,1,11,7,0,5,1,1,0.22,0.2727,0.8,0,352
1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,29
2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,11
2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,9
2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,303
2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,373
1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,122
2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0,390
3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,701
4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642,178
1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,16
3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,119
4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0,25
1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,66
2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,168
4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,58
1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,325
3,1,9,21,0,1,1,3,0.62,0.5758,0.83,0.2239,233
1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,18
2,1,5,21,0,0,0,1,0.64,0.6061,0.69,0.3881,233
3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,363
4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,1
1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,312
3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,84
2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,17
1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,223
1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,44
4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,542
2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
4,1,11,16,0,1,1,1,0.44,0.4394,0.3,0,346
3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,165
4,1,10,16,0,3,1,1,0.56,0.5303,0.52,0.194,466
2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.194,84
3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,4
2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,338
1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,190
1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,3
3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0,5
2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0,9
4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,491
1,0,2,15,0,6,0,3,0.22,0.2727,1,0,60
4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0,313
1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,112
1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0,118
3,0,9,19,0,4,1,2,0.64,0.5758,0.89,0.0896,420
3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,203
2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.194,294
4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,201
4,0,9,15,0,0,0,2,0.66,0.6061,0.78,0,353
2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,283
4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,374
4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,237
4,1,11,13,0,4,1,1,0.38,0.3939,0.32,0.1343,224
3,0,9,4,1,1,0,2,0.68,0.6364,0.69,0.2836,8
4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,5
3,1,6,13,0,6,0,1,0.88,0.7727,0.3,0.2537,428
1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,102
2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,553
1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,86
2,1,5,6,0,2,1,1,0.5,0.4848,0.77,0.2985,165
1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,170
1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,127
3,1,8,1,0,4,1,1,0.62,0.5758,0.83,0,25
2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,77
2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,11
3,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,539
2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,62
1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,261
3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,159
4,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,215
1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,205
2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,390
1,0,3,8,0,4,1,3,0.38,0.3939,0,0.2836,44
3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,329
3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,54
4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0,15
4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,116
3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,209
2,1,5,18,0,0,0,2,0.62,0.6061,0.61,0.194,463
1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0,1
4,1,10,14,0,3,1,1,0.74,0.6515,0.3,0.2537,301
4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,211
4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,133
2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,311
3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,165
2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,141
2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,224
1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,27
1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,29
2,0,5,16,0,2,1,1,0.62,0.6061,0.61,0.3284,290
2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,15
2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,465
4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,166
2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,333
1,0,2,8,0,1,1,2,0.16,0.2273,1,0,230
2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,277
1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,64
2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,29
1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,9
4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,104
2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,139
3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0,334
4,1,11,23,0,4,1,1,0.28,0.3182,0.61,0,130
1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,161
3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,237
4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,16
4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,87
3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,131
3,1,9,3,0,4,1,1,0.44,0.4394,0.77,0,6
1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,89
2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,628
4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,2
4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,48
3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,464
1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,24
1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,28
1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,5
3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,185
2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536
4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0,446
2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,236
2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,646
2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,21
1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,32
4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,178
1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,121
3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,98
3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,738
3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,24
4,1,12,18,0,6,0,1,0.38,0.3939,0.58,0.1642,272
2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,39
4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,468
4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,13
3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,363
1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,693
4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,83
1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,301
1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,49
4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,426
4,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,70
1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12
2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,23
4,1,11,19,0,1,1,1,0.34,0.3636,0.53,0,371
4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,241
2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,291
1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,51
4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,195
3,1,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,389
1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,144
3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,347
2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,148
3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,139
4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,99
3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,647
3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,14
2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,14
3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,22
2,1,5,12,0,2,1,1,0.64,0.6061,0.73,0.194,264
1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,140
2,1,6,9,0,3,1,2,0.72,0.697,0.74,0,316
4,0,9,11,0,5,1,3,0.62,0.5152,1,0.1045,21
1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,64
3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,256
2,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,627
4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,22
4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,539
3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,338
3,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,275
4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0,147
4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,71
4,1,12,4,0,6,0,2,0.36,0.3788,0.93,0,12
3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,138
3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,207
2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,380
1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0,173
4,1,11,15,1,4,0,1,0.48,0.4697,0.29,0,228
1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,177
3,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,681
3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,370
3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,516
2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.194,21
3,0,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,215
3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0,152
4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0,419
2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,49
2,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,95
3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,383
1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,90
1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,679
3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,152
4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,195
3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,272
2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151
3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,236
4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,87
3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,458
4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,654
1,1,12,4,0,0,0,2,0.26,0.2576,0.56,0.2239,7
2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,106
2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,293
1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30
1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,143
4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,185
2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0,547
1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,90
1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,13
4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,422
2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,249
3,0,9,11,0,5,1,2,0.62,0.5455,0.94,0,72
3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194,704
4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,410
2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,169
2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,35
2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,16
4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,125
2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,5
4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,6
3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,6
2,1,5,8,0,6,0,1,0.58,0.5455,0.83,0.0896,197
2,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,4
2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,548
2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,240
